Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tanzanite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amber
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Thatching
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Flower Stem Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dead Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Iron-Bordered Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Gold-Bordered Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Diamond-Bordered Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Emerald-Bordered Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quartz-Bordered Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Magical Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magical Wood
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Wood
chiselsandbits:block_bit:0, Chiseled Bit - Angel Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Clock
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Septuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Octuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Border Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stoneburnt
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Glass
chiselsandbits:block_bit:0, Chiseled Bit - Truchet
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Quartzburnt
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Stone
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Evil Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Raw Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Block
chiselsandbits:block_bit:0, Chiseled Bit - Tiberium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aurorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Duranite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Valyrium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vibranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Karmesine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ovium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Jauxum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Palladium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uru Ore
chiselsandbits:block_bit:0, Chiseled Bit - Osram Ore
chiselsandbits:block_bit:0, Chiseled Bit - Eezo Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tiberium Block
chiselsandbits:block_bit:0, Chiseled Bit - Aurorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Prometheum Block
chiselsandbits:block_bit:0, Chiseled Bit - Duranite Block
chiselsandbits:block_bit:0, Chiseled Bit - Valyrium Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Karmesine Block
chiselsandbits:block_bit:0, Chiseled Bit - Ovium Block
chiselsandbits:block_bit:0, Chiseled Bit - Jauxum Block
chiselsandbits:block_bit:0, Chiseled Bit - Palladium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uru Block
chiselsandbits:block_bit:0, Chiseled Bit - Osram Block
chiselsandbits:block_bit:0, Chiseled Bit - Abyssum Block
chiselsandbits:block_bit:0, Chiseled Bit - Eezo Block
chiselsandbits:block_bit:0, Chiseled Bit - Terrax Block
chiselsandbits:block_bit:0, Chiseled Bit - Triberium Block
chiselsandbits:block_bit:0, Chiseled Bit - Fractum Block
chiselsandbits:block_bit:0, Chiseled Bit - Violium Block
chiselsandbits:block_bit:0, Chiseled Bit - Proxii Block
chiselsandbits:block_bit:0, Chiseled Bit - Tritonite Block
chiselsandbits:block_bit:0, Chiseled Bit - Ignitz Block
chiselsandbits:block_bit:0, Chiseled Bit - Imperomite Block
chiselsandbits:block_bit:0, Chiseled Bit - Solarium Block
chiselsandbits:block_bit:0, Chiseled Bit - Nihilite Block
chiselsandbits:block_bit:0, Chiseled Bit - Adamant Block
chiselsandbits:block_bit:0, Chiseled Bit - Dyonite Block
chiselsandbits:block_bit:0, Chiseled Bit - Nucleum Block
chiselsandbits:block_bit:0, Chiseled Bit - Lumix Block
chiselsandbits:block_bit:0, Chiseled Bit - Seismum Block
chiselsandbits:block_bit:0, Chiseled Bit - Astrium Block
chiselsandbits:block_bit:0, Chiseled Bit - Niob Block
chiselsandbits:block_bit:0, Chiseled Bit - Yrdeen Block
chiselsandbits:block_bit:0, Chiseled Bit - Iox Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Cobble Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Cobble Block
chiselsandbits:block_bit:0, Chiseled Bit - Meteorite Block
chiselsandbits:block_bit:0, Chiseled Bit - Obsidiorite Block
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Alumite Block
chiselsandbits:block_bit:0, Chiseled Bit - Osgloglas Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmiridium Block
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Granite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slate Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slate
chiselsandbits:block_bit:0, Chiseled Bit - Slate Roof
chiselsandbits:block_bit:0, Chiseled Bit - Slate Tile
chiselsandbits:block_bit:0, Chiseled Bit - Slate Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Slate
chiselsandbits:block_bit:0, Chiseled Bit - Clay Wall
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Clay Wall
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Clay Wall South
chiselsandbits:block_bit:0, Chiseled Bit - White Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Orange Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Lime Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Pink Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Gray Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Purple Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Blue Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Brown Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Green Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Red Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Black Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Fertile Soil
chiselsandbits:block_bit:0, Chiseled Bit - Olive Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ironwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Olive Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ironwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Dyeing Machine
chiselsandbits:block_bit:0, Chiseled Bit - Bean Pod
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Contact Lever Down
chiselsandbits:block_bit:0, Chiseled Bit - White Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Lime Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Black Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Super Lubricent Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sided Block of Redstone Down
chiselsandbits:block_bit:0, Chiseled Bit - Biome Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Biome Stone
chiselsandbits:block_bit:0, Chiseled Bit - Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Brickss
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous White Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Orange Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Magenta Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Light Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Yellow Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Lime Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Pink Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Light Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Cyan Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Purple Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Brown Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Green Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Red Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Black Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Solid (0 ~ Natural Floor)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (1 ~ Barrier)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (2)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (3)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (4)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (5)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (6)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (7)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (8)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (9)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (10)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (11)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (12)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (13)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (14)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (15)
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Enderium Block
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Gem Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sand
chiselsandbits:block_bit:0, Chiseled Bit - Kawara Block South
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Plank
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Plank Slab
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Slab
chiselsandbits:block_bit:0, Chiseled Bit - Sunburnt Bamboo Slab
chiselsandbits:block_bit:0, Chiseled Bit - Straw Block
chiselsandbits:block_bit:0, Chiseled Bit - Straw Slab
chiselsandbits:block_bit:0, Chiseled Bit - Tan Tatami South
chiselsandbits:block_bit:0, Chiseled Bit - No Skirt Tan Tatami South
chiselsandbits:block_bit:0, Chiseled Bit - Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Log
chiselsandbits:block_bit:0, Chiseled Bit - Maple Plank
chiselsandbits:block_bit:0, Chiseled Bit - Maple Plank Slab
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Plank
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Plank Slab
chiselsandbits:block_bit:0, Chiseled Bit - Plum Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Tatara
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sakura Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Mithrillium Block
chiselsandbits:block_bit:0, Chiseled Bit - Adaminite Block
chiselsandbits:block_bit:0, Chiseled Bit - Mithminite Block
chiselsandbits:block_bit:0, Chiseled Bit - Taintwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Amber Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Framed Greatwood
chiselsandbits:block_bit:0, Chiseled Bit - Brass Plated Silverwood
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Greatwood
chiselsandbits:block_bit:0, Chiseled Bit - Amber Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lunarin Style Gold Brick
chiselsandbits:block_bit:0, Chiseled Bit - Lunarin Style Iron Brick
chiselsandbits:block_bit:0, Chiseled Bit - §3Aeonsteel Block
chiselsandbits:block_bit:0, Chiseled Bit - §bAeroite Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eAncient Debris Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - §bAqualite Block
chiselsandbits:block_bit:0, Chiseled Bit - §bAqualite Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eAsgardium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §5Astral Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - §dChromasteel Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Chromium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §aCompressed Block of Knowledge
chiselsandbits:block_bit:0, Chiseled Bit - §5Cosmilite Block
chiselsandbits:block_bit:0, Chiseled Bit - §4Crimsonite Block
chiselsandbits:block_bit:0, Chiseled Bit - §bCryonium Block
chiselsandbits:block_bit:0, Chiseled Bit - §bCryonium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §aCytosinite Block
chiselsandbits:block_bit:0, Chiseled Bit - §aCytosinite Ore
chiselsandbits:block_bit:0, Chiseled Bit - §9Durasteel Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Block of Electronium
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Knowledge
chiselsandbits:block_bit:0, Chiseled Bit - §aExperience Ore
chiselsandbits:block_bit:0, Chiseled Bit - §9Coalescence Matrix Block
chiselsandbits:block_bit:0, Chiseled Bit - §fHardened Stone
chiselsandbits:block_bit:0, Chiseled Bit - §6Infernium Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Infernium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock §eof §aBlock §bof §dInfinity
chiselsandbits:block_bit:0, Chiseled Bit -  §d§ka§r §9Block §6of §cBlock §eof §aBlock §bof §dInfinity §r§d§ka§r
chiselsandbits:block_bit:0, Chiseled Bit - §3Manganese Nodules
chiselsandbits:block_bit:0, Chiseled Bit - §9Manganese Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - §dBlock of Matter
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Netherite
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Protonium
chiselsandbits:block_bit:0, Chiseled Bit - §5Shadowium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Stainless Steel
chiselsandbits:block_bit:0, Chiseled Bit - §2Terra Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Titanium
chiselsandbits:block_bit:0, Chiseled Bit - §eTitanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §5§ka§r §dBlock of Unknown §5§ka§r
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
chiselsandbits:block_bit:0, Chiseled Bit - Antiblock
